"","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","incubation_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","Eigen.1","Eigen.2","Eigen.3","Eigen.4","Eigen.5","Eigen.6","Eigen.7","Eigen.8","Eigen.9","Eigen.10","IUCN","order","family","genus","taxonID"
"Arielulus_societatis",NA,NA,NA,8.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14363230977344,4.24153399921195,3.56648796459844,1.91773135143363,1.01475248395802,-0.0867324969120499,0.964773970058371,-1.76648900706122,0.00778426837315652,-0.229629305966087,"LC","Chiroptera","Vespertilionidae","Arielulus","http://www.gbif.org/species/4265947"
"Barbastella_barbastellus",547.875,2,1,10,23,NA,NA,NA,NA,NA,21,NA,0.999315537,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,-2.11029411084478,4.16118840336449,3.40357897495219,1.80776259758505,0.943099113732558,-0.0802627982550586,0.870800424664481,-1.56770146504993,0.00672639752732017,-0.166647127899351,"NT","Chiroptera","Vespertilionidae","Barbastella","http://www.gbif.org/species/2432582"
"Barbastella_leucomelas",547.875,2,1,10,23,NA,NA,NA,NA,NA,21,NA,0.999315537,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,-2.11019118621612,4.16093608945541,3.40299513201312,1.80734561500246,0.942809735943303,-0.0802361787847363,0.87037215083426,-1.56673906501341,0.00672090455190546,-0.166373105393308,"LC","Chiroptera","Vespertilionidae","Barbastella","http://www.gbif.org/species/2432581"
"Bauerus_dubiaquercus",NA,1.71,NA,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,-2.11399889977542,4.1701963443074,3.42320424081432,1.82144617210381,0.952353385332938,-0.0811077828150991,0.883864561380933,-1.59637200286833,0.00688495347471101,-0.17387024332523,"NT","Chiroptera","Vespertilionidae","Bauerus","http://www.gbif.org/species/4265862"
"Chalinolobus_dwyeri",NA,1.67,1,8.74,NA,NA,36.41,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16219144925809,4.28641001709262,3.65995345183082,1.98157462402694,1.05689861003729,-0.0905522113259252,1.021256514002,-1.88660912312939,0.00841555108556866,-0.251214787594424,"VU","Chiroptera","Vespertilionidae","Chalinolobus","http://www.gbif.org/species/2432283"
"Chalinolobus_gouldii",365.25,1.705,0.75,15.87,7.566666667,91.93,NA,NA,NA,NA,7.566666667,NA,NA,15.3,14.4,12,NA,NA,NA,NA,NA,NA,NA,NA,-2.16204370744234,4.28606287799684,3.65939488602035,1.98124140452005,1.05671446087728,-0.0905364859051483,1.02110380714372,-1.88639185743923,0.00841521789047621,-0.251332903140517,"LC","Chiroptera","Vespertilionidae","Chalinolobus","http://www.gbif.org/species/2432284"
"Chalinolobus_morio",NA,1.19,1,8.91,NA,NA,NA,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16222366921391,4.28649816276615,3.66030350332147,1.98186261683022,1.05712500588433,-0.0905737073266955,1.0216557736662,-1.88756955282834,0.00842146592035925,-0.251589750857198,"LC","Chiroptera","Vespertilionidae","Chalinolobus","http://www.gbif.org/species/2432295"
"Chalinolobus_neocaledonicus",365.25,1.705,0.75,15.87,7.566666667,91.93,NA,NA,NA,NA,7.566666667,NA,NA,15.3,14.4,12,NA,NA,NA,NA,NA,NA,NA,NA,-2.16198245817149,4.28591020001488,3.65900246338284,1.98095148693814,1.05650683516883,-0.0905172308927624,1.02078257374331,-1.88565858548218,0.00841097129330137,-0.251107211340529,"EN","Chiroptera","Vespertilionidae","Chalinolobus","http://www.gbif.org/species/4266058"
"Chalinolobus_nigrogriseus",NA,1.5,NA,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16209791868701,4.28619606088516,3.65970613904844,1.98146385878143,1.05686858590038,-0.0905506498329753,1.02132954907304,-1.8868945465196,0.00841804383167261,-0.251476865156633,"LC","Chiroptera","Vespertilionidae","Chalinolobus","http://www.gbif.org/species/2432285"
"Chalinolobus_picatus",NA,2,NA,5.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16197917674163,4.28591092257067,3.65914456575538,1.98108976405752,1.056628654714,-0.090529093318982,1.02102623024867,-1.88626963300032,0.00841490039555047,-0.251380068700598,"NT","Chiroptera","Vespertilionidae","Chalinolobus","http://www.gbif.org/species/2432291"
"Chalinolobus_tuberculatus",NA,0.98,NA,10.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16191281567236,4.28573647732989,3.65855446230954,1.9806203023796,1.05626955738042,-0.0904952237482652,1.02041508040833,-1.88481826076575,0.00840607169926974,-0.250811258203414,"VU","Chiroptera","Vespertilionidae","Chalinolobus","http://www.gbif.org/species/2432286"
"Cistugo_lesueuri",NA,NA,NA,6.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08633797791919,4.1020760630774,3.25902010162483,1.70176110833689,0.867162961608534,-0.0732079899086265,0.750277026089347,-1.2851607506009,0.00500395999059868,-0.0588096855565096,"LC","Chiroptera","Cistugidae","Cistugo","http://www.gbif.org/species/4266084"
"Cistugo_seabrae",NA,NA,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08608854921029,4.10147485946155,3.25780509285037,1.70094468678602,0.86663551881067,-0.0731605286440616,0.74960800467505,-1.28379194422431,0.00499724889396326,-0.0586557713631959,"LC","Chiroptera","Cistugidae","Cistugo","http://www.gbif.org/species/4266085"
"Corynorhinus_mexicanus",210.45,1,1,11.7,20.5,66.635,31.5,2.425,NA,NA,10.09166667,NA,0.999315537,10.75,8.7,NA,6.2,NA,NA,NA,NA,NA,NA,NA,-2.11124438699895,4.16348634401325,3.4083700040787,1.81103784632046,0.945264109674208,-0.0804591098443209,0.873715247960047,-1.57392741683694,0.00675946065423751,-0.16794009696586,"NT","Chiroptera","Vespertilionidae","Corynorhinus","http://www.gbif.org/species/2432488"
"Corynorhinus_rafinesquii",210.45,1,1,9.15,10.1,55.27,21,2.45,NA,NA,10.1,NA,NA,10.75,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11143535304518,4.16394934996207,3.40935521874349,1.81171722944709,0.945717557009669,-0.0805003438244531,0.874337254178803,-1.57526918851056,0.00676668661829655,-0.168241558154525,"LC","Chiroptera","Vespertilionidae","Corynorhinus","http://www.gbif.org/species/2432491"
"Corynorhinus_townsendii",210.45,1,1,10.3,21.16666667,67.49,40.5,2.4,NA,NA,10.1,NA,0.999315537,10.75,8.7,NA,5.75,NA,NA,NA,NA,NA,NA,NA,-2.11058655224518,4.16189536803385,3.40504990137332,1.80876744361274,0.943762914269286,-0.0803229794446944,0.871693544649398,-1.56960912442694,0.00673653069039732,-0.167038567478476,"LC","Chiroptera","Vespertilionidae","Corynorhinus","http://www.gbif.org/species/2432479"
"Eptesicus_andinus",NA,1.46,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,-2.16454441727117,4.29204979937273,3.67085029667922,1.98875419733634,1.0614375727426,-0.0909581207342239,1.02681172485149,-1.89787823220432,0.00847209521881592,-0.254740138586695,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/4266016"
"Eptesicus_bobrinskoi",NA,NA,NA,7.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16108388907116,4.28368383579852,3.65344849624354,1.97687205476566,1.05359518536784,-0.0902473636012321,1.01629330324745,-1.8754722048423,0.00835371305884339,-0.250274932932525,"DD","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432355"
"Eptesicus_bottae",NA,2,1,15.66,12,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16231845726546,4.28667149238002,3.65971188320643,1.98116291634795,1.0564376408789,-0.0905052558423136,1.02013317380986,-1.88368444959401,0.00839737681637317,-0.252006058999396,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432346"
"Eptesicus_brasiliensis",NA,1.46,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,-2.16383774176805,4.29034319195765,3.66733093787755,1.98636053779667,1.05986490544937,-0.0908157868305825,1.02472211838159,-1.8934500947235,0.00844886734898038,-0.253872471452326,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432368"
"Eptesicus_chiriquinus",NA,1.46,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,-2.16508013615396,4.2933451030595,3.67354731699899,1.99059645205726,1.06265397278405,-0.091068375987959,1.02844446720179,-1.90135810609692,0.00849050477638688,-0.255452089354848,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/4265994"
"Eptesicus_diminutus",NA,NA,NA,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16552870450147,4.29442693497391,3.6757547507563,1.99209089529491,1.06363071325313,-0.0911566374052083,1.0297288009356,-1.90406423729927,0.00850458033396758,-0.255954509025885,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432372"
"Eptesicus_dimissus",NA,NA,NA,13.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1592744173344,4.27937693130216,3.64564406351114,1.97190221452895,1.05058912147198,-0.0899824063567946,1.01299156050297,-1.86921669809047,0.00832492113935559,-0.247489443746784,"DD","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/4266017"
"Eptesicus_floweri",NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16261686289687,4.28739428982762,3.66123768701992,1.98221121287667,1.05713427996544,-0.0905685195633068,1.02107994047355,-1.88571570264005,0.00840822667018159,-0.252447863076095,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432374"
"Eptesicus_furinalis",338.33,1.86,2,7.7,NA,92.54,NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,3.128,NA,NA,NA,NA,-2.16463347437424,4.29226592113355,3.67131346319992,1.98907455272561,1.06165210527504,-0.0909776481651462,1.02710783832047,-1.89851888887252,0.00847555625133094,-0.254882132334452,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432362"
"Eptesicus_fuscus",471.145,1.925,1,17.195,20,43.57,34.18,3.555,15.2,NA,19,730,0.999315537,NA,NA,13.3,7.5,NA,NA,NA,NA,NA,NA,NA,-2.1658787006753,4.29527332350922,3.6775194269086,1.9932970014261,1.06442758837349,-0.0912288797178483,1.03079950193888,-1.90634663826606,0.00851664453235554,-0.25640415313215,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432352"
"Eptesicus_gobiensis",NA,1.25,NA,13,15.5,NA,NA,NA,NA,NA,15.5,NA,0.999315537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16027265788919,4.2817172106096,3.64926959309387,1.97399290873884,1.05167593704501,-0.0900729139495388,1.01367003879261,-1.86982938591642,0.00832349996412265,-0.24907863551848,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/7261813"
"Eptesicus_guadeloupensis",NA,NA,NA,18.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16157671524874,4.28487515109901,3.65592484840263,1.97856251460419,1.05471064840661,-0.090348452194847,1.01778899874132,-1.87865843768352,0.00837055588428589,-0.250917832808563,"EN","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432351"
"Eptesicus_hottentotus",NA,NA,NA,30.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1603319425309,4.28185833021022,3.64952484649901,1.97415497411986,1.0517733544208,-0.0900814770667447,1.01377375871492,-1.8700182879558,0.00832427024234905,-0.249114486606097,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432363"
"Eptesicus_innoxius",NA,NA,NA,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1656016087753,4.29460497143558,3.67615449081412,1.99237260190516,1.06382318009605,-0.0911742571003075,1.0300041312578,-1.90466995018229,0.008507914852804,-0.256087597368208,"NT","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432353"
"Eptesicus_japonensis",NA,1.5,1,13,20,NA,NA,NA,NA,NA,15.5,NA,0.999315537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16069327922815,4.28273384320206,3.6513797323137,1.9754321373926,1.05262453927227,-0.090158848571716,1.01493849421824,-1.87252703120357,0.00833772947382967,-0.249630408431524,"VU","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/4265974"
"Eptesicus_kobayashii",NA,NA,NA,14.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13623075704879,4.2236749229104,3.52996209814791,1.89300147921528,0.998602878119909,-0.0852738459759861,0.943654564068749,-1.72225278049539,0.00755730652901311,-0.222429919435342,"DD","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432364"
"Eptesicus_matroka",NA,1.22,NA,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6245,NA,NA,NA,NA,NA,NA,NA,-2.13593414738031,4.22294849966261,3.52829799980371,1.89181998915803,0.99778953258167,-0.0851992311406775,0.942476437866685,-1.7196469615493,0.00754287582749067,-0.221850699449386,NA,"Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/4266014"
"Eptesicus_nasutus",NA,NA,NA,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11485807670562,4.17227554051891,3.42756559837926,1.82443592708901,0.954336060553942,-0.0812877406717575,0.886552415798357,-1.60213746924006,0.00691579512326938,-0.175155079645352,NA,"Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432365"
"Eptesicus_nilssonii",NA,1.5,1,13,20,NA,26,4.52,NA,NA,15.5,NA,0.999315537,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,-2.16023531888654,4.28162606549062,3.64906490277503,1.97384837317456,1.05157684104695,-0.0900638303181728,1.01352679923945,-1.86951209181471,0.00832173729147001,-0.249013606926551,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/7261816"
"Eptesicus_pachyotis",NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16042199560201,4.28207722907123,3.64999989441679,1.97448527481577,1.05199582878459,-0.0901017616963426,1.01408421866956,-1.87069378564452,0.00832794727612913,-0.249268396410295,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432378"
"Eptesicus_platyops",NA,1.5,1,18.2,21,66.72,30.8,5.3,14.74,NA,12.5,NA,NA,NA,NA,NA,7.3995,NA,NA,NA,NA,NA,NA,NA,-2.1623695149988,4.28679492998645,3.65996848550541,1.98133799617692,1.05655305690303,-0.0905157115088908,1.0202874507968,-1.88401239854326,0.0083991058971102,-0.252074998862166,"DD","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432367"
"Eptesicus_serotinus",NA,1.5,1,18.2,21,66.72,30.8,5.3,14.74,NA,12.5,NA,NA,NA,NA,NA,7.3995,NA,NA,NA,NA,NA,NA,NA,-2.16094291065096,4.28334328385242,3.65274531892623,1.97639376945402,1.05328104348841,-0.0902189370305174,1.01587658819885,-1.87459013998549,0.00834908876672519,-0.250089620167226,"LC","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432359"
"Eptesicus_tatei",NA,NA,NA,13.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1602797286762,4.2817333516876,3.64928659481854,1.97399922242323,1.05167596877385,-0.0900728017331639,1.01365843386667,-1.8697908758436,0.00832319948190988,-0.249071452643962,"DD","Chiroptera","Vespertilionidae","Eptesicus","http://www.gbif.org/species/2432361"
"Euderma_maculatum",NA,1,NA,16.17,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.899,NA,NA,NA,NA,-2.11145298341311,4.16400519447492,3.40969889832484,1.81202414242751,0.94597676228815,-0.080525422922233,0.874848951363954,-1.57656733085743,0.00677524370574315,-0.16880254786134,"LC","Chiroptera","Vespertilionidae","Euderma","http://www.gbif.org/species/2432579"
"Eudiscopus_denticulus",NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16536368520219,4.2940691478115,3.67570177527223,1.99226566552976,1.06390547300561,-0.09118586840225,1.03051933957129,-1.90620673852571,0.00851870872063224,-0.255997807013662,"LC","Chiroptera","Vespertilionidae","Eudiscopus","http://www.gbif.org/species/2432561"
"Falsistrellus_mackenziei",NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1652350056089,4.29375734734855,3.67504190816648,1.99181189449329,1.06360365536785,-0.0911584530895135,1.03010861724498,-1.90532510270703,0.00851399621873602,-0.255803301712433,"NT","Chiroptera","Vespertilionidae","Falsistrellus","http://www.gbif.org/species/4266082"
"Falsistrellus_mordax",NA,NA,NA,10.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16583187748619,4.29519502467498,3.67794608725444,1.99376941349573,1.06487669336844,-0.091273317803145,1.03176608585723,-1.90879873490572,0.00853192409022205,-0.256419405388049,"DD","Chiroptera","Vespertilionidae","Falsistrellus","http://www.gbif.org/species/4266080"
"Falsistrellus_petersi",NA,NA,NA,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16583414830452,4.29520157515473,3.67797696596074,1.99379556717502,1.06489771326032,-0.0912753239760871,1.0318041602229,-1.90889117768476,0.00853249896973831,-0.256456759168303,"DD","Chiroptera","Vespertilionidae","Falsistrellus","http://www.gbif.org/species/4266078"
"Falsistrellus_tasmaniensis",NA,NA,NA,22.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1655662387079,4.29455621728402,3.67667244071654,1.99291597845103,1.06432546206698,-0.0912236842916508,1.03105855954381,-1.90732826668438,0.00852443636977256,-0.25618846551539,"LC","Chiroptera","Vespertilionidae","Falsistrellus","http://www.gbif.org/species/4266081"
"Glauconycteris_alboguttata",NA,NA,NA,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15705574846358,4.27393901118558,3.63306976991068,1.96292509424628,1.04436623920447,-0.0894103075659776,1.0038545783168,-1.84891203071124,0.00821299649036266,-0.245007103149824,"LC","Chiroptera","Vespertilionidae","Glauconycteris","http://www.gbif.org/species/4266157"
"Glauconycteris_argentata",NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15651005279005,4.2726191366364,3.63031473767247,1.96104138853929,1.04312122184364,-0.089297426944741,1.00218063965327,-1.84534179427261,0.00819409260783282,-0.244270601919402,"LC","Chiroptera","Vespertilionidae","Glauconycteris","http://www.gbif.org/species/4266162"
"Glauconycteris_beatrix",NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15727487466336,4.27447586195994,3.63430355822658,1.96380249527352,1.04497146121716,-0.089465864679998,1.00473517222547,-1.85086490975742,0.00822385166223282,-0.245441245916072,"LC","Chiroptera","Vespertilionidae","Glauconycteris","http://www.gbif.org/species/4266153"
"Glauconycteris_egeria",NA,NA,NA,8.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15796298595232,4.27613616602703,3.63770393952916,1.96610838676856,1.04648136041144,-0.0896023785049907,1.00672725473364,-1.8550676972539,0.00824571404281056,-0.246178282762193,"DD","Chiroptera","Vespertilionidae","Glauconycteris","http://www.gbif.org/species/4266163"
"Glauconycteris_gleni",NA,NA,NA,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15699084743125,4.27378177427647,3.63273730498185,1.96269652170234,1.04421423137261,-0.0893965003886358,1.00364771502611,-1.84846792409093,0.00821062238777937,-0.24491024606797,"DD","Chiroptera","Vespertilionidae","Glauconycteris","http://www.gbif.org/species/4266154"
"Glauconycteris_humeralis",NA,NA,NA,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15830492921412,4.27695996898603,3.63936900489203,1.96723029750792,1.04721036713675,-0.0896681343600658,1.00767397941572,-1.85704955068169,0.00825595962084632,-0.246592256785745,"DD","Chiroptera","Vespertilionidae","Glauconycteris","http://www.gbif.org/species/4266159"
"Glauconycteris_kenyacola",NA,NA,NA,7.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15733590438917,4.27461682900411,3.63448841915298,1.96389638798694,1.04500928954608,-0.089468641541041,1.00472250317357,-1.85076758198482,0.00822285753900363,-0.245395013701557,"DD","Chiroptera","Vespertilionidae","Glauconycteris","http://www.gbif.org/species/4266164"
"Glauconycteris_poensis",NA,NA,NA,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1561064333712,4.27163530175212,3.6281362372246,1.95951483681192,1.04208467995167,-0.0892027051314172,1.0007147269361,-1.84213510953029,0.00817656310463791,-0.243571101565061,"LC","Chiroptera","Vespertilionidae","Glauconycteris","http://www.gbif.org/species/4266160"
"Glauconycteris_superba",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15626696087366,4.27202758984639,3.62902111934823,1.96013944050353,1.04251208898796,-0.0892418494091115,1.00132764362624,-1.84348494978776,0.00818400589969276,-0.243873902482929,"LC","Chiroptera","Vespertilionidae","Niumbaha","http://www.gbif.org/species/4266165"
"Glauconycteris_variegata",NA,1.06,1,11.25,NA,91.32,45.66,NA,NA,NA,NA,NA,NA,10.3,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15822903967709,4.27677669051158,3.63899115993913,1.96697342880663,1.04704173022307,-0.08965287611532,1.00745038394536,-1.85657627724755,0.00825347826160422,-0.246493671287234,"LC","Chiroptera","Vespertilionidae","Glauconycteris","http://www.gbif.org/species/4266156"
"Glischropus_javanus",NA,NA,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1149434335792,4.17249579002157,3.42826198048554,1.82498668504363,0.954758363035282,-0.0813276580724466,0.887288451497363,-1.60392107991837,0.00692701249425947,-0.175902647590953,"DD","Chiroptera","Vespertilionidae","Glischropus","http://www.gbif.org/species/2432513"
"Glischropus_tylopus",NA,1,2,4.445,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11500728498711,4.17265035249207,3.42858708099077,1.82520987997349,0.954906665606078,-0.0813411273979697,0.887490478588178,-1.60435591232049,0.00692935407477076,-0.176007044988888,"LC","Chiroptera","Vespertilionidae","Glischropus","http://www.gbif.org/species/2432514"
"Harpiocephalus_harpia",NA,NA,NA,13.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09600113736121,4.12553224456589,3.30956125124726,1.73687597201331,0.890840919188523,-0.0753685390451466,0.783625038082836,-1.35839923932509,0.00541006637316001,-0.0766516659620407,"LC","Chiroptera","Vespertilionidae","Harpiocephalus","http://www.gbif.org/species/2432380"
"Harpiocephalus_mordax",NA,NA,NA,16.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09639379894075,4.12647410844635,3.31138755832274,1.7380785613174,0.89159855464524,-0.0754361669431793,0.784530309462879,-1.36017804660051,0.00541817660542138,-0.0767578909960072,NA,"Chiroptera","Vespertilionidae","Harpiocephalus","http://www.gbif.org/species/4266052"
"Hesperoptenus_blanfordi",NA,NA,NA,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15351658732589,4.26536912365722,3.61502242496534,1.95053871528539,1.03614498898427,-0.088663995799253,0.992712432866999,-1.82505405728453,0.00808609488915763,-0.240119916865391,"LC","Chiroptera","Vespertilionidae","Hesperoptenus","http://www.gbif.org/species/2432533"
